year,team,conference,poll_week,rank,rank_numeric,table_id
2022,Iowa State,Big 12,1/17,7.0,7,1
2022,Indiana,Big Ten,1/17,6.0,6,1
2022,Michigan,Big Ten,1/17,8.0,8,1
2022,Maryland,Big Ten,1/17,12.0,12,1
2022,Kentucky,SEC,1/17,23.0,23,1
2022,UNC,ACC,1/17,20.0,20,1
2022,Tennessee,SEC,1/17,5.0,5,1
2022,Arizona,Pac-12,1/17,10.0,10,1
2022,BYU,WCC,1/17,17.0,17,1
2022,Notre Dame,ACC,1/17,19.0,19,1
2022,Oklahoma,Big 12,1/17,14.0,14,1
2022,Florida Gulf Coast,A-Sun,1/17,24.0,24,1
2022,Georgia,SEC,1/17,13.0,13,1
2022,Georgia Tech,ACC,1/17,18.0,18,1
2022,Duke,ACC,1/17,21.0,21,1
2022,Colorado,Pac-12,1/17,22.0,22,1
2022,South Carolina,SEC,1/24,1.0,1,1
2022,Stanford,Pac-12,1/24,2.0,2,1
2022,NC State,ACC,1/24,3.0,3,1
2022,Louisville,ACC,1/24,5.0,5,1
2022,UConn,Big East,1/24,10.0,10,1
2022,Texas,Big 12,1/24,9.0,9,1
2022,Baylor,Big 12,1/24,11.0,11,1
2022,Iowa,Big Ten,1/24,23.0,23,1
2022,LSU,SEC,1/24,12.0,12,1
2022,Iowa State,Big 12,1/24,13.0,13,1
2022,Indiana,Big Ten,1/24,6.0,6,1
2022,Michigan,Big Ten,1/24,7.0,7,1
2022,Maryland,Big Ten,1/24,17.0,17,1
2022,Ohio State,Big Ten,1/24,22.0,22,1
2022,Tennessee,SEC,1/24,4.0,4,1
2022,Arizona,Pac-12,1/24,8.0,8,1
2022,BYU,WCC,1/24,16.0,16,1
2022,Notre Dame,ACC,1/24,20.0,20,1
2022,Oklahoma,Big 12,1/24,18.0,18,1
2022,Georgia,SEC,1/24,15.0,15,1
2022,Georgia Tech,ACC,1/24,14.0,14,1
2022,Oregon,Pac-12,1/24,19.0,19,1
2022,Kansas State,Big 12,1/24,25.0,25,1
2022,Duke,ACC,1/24,21.0,21,1
2022,Ole Miss,SEC,1/24,24.0,24,1
2022,South Carolina,SEC,1/31,1.0,1,1
2022,Stanford,Pac-12,1/31,2.0,2,1
2022,NC State,ACC,1/31,3.0,3,1
2022,Louisville,ACC,1/31,4.0,4,1
2022,UConn,Big East,1/31,10.0,10,1
2022,Texas,Big 12,1/31,13.0,13,1
2022,Baylor,Big 12,1/31,9.0,9,1
2022,Iowa,Big Ten,1/31,21.0,21,1
2022,LSU,SEC,1/31,15.0,15,1
2022,Iowa State,Big 12,1/31,11.0,11,1
2022,Indiana,Big Ten,1/31,5.0,5,1
2022,Michigan,Big Ten,1/31,6.0,6,1
2022,Maryland,Big Ten,1/31,17.0,17,1
2022,Ohio State,Big Ten,1/31,23.0,23,1
2022,UNC,ACC,1/31,24.0,24,1
2022,Tennessee,SEC,1/31,7.0,7,1
2022,Arizona,Pac-12,1/31,8.0,8,1
2022,BYU,WCC,1/31,16.0,16,1
2022,Notre Dame,ACC,1/31,20.0,20,1
2022,Oklahoma,Big 12,1/31,18.0,18,1
2022,Florida Gulf Coast,A-Sun,1/31,22.0,22,1
2022,Georgia,SEC,1/31,14.0,14,1
2022,Georgia Tech,ACC,1/31,12.0,12,1
2022,Oregon,Pac-12,1/31,19.0,19,1
2022,Kansas State,Big 12,1/31,25.0,25,1
2022,South Carolina,SEC,2/7,1.0,1,1
2022,Stanford,Pac-12,2/7,2.0,2,1
2022,NC State,ACC,2/7,5.0,5,1
2022,Louisville,ACC,2/7,3.0,3,1
2022,UConn,Big East,2/7,8.0,8,1
2022,Texas,Big 12,2/7,16.0,16,1
2022,Baylor,Big 12,2/7,10.0,10,1
2022,Iowa,Big Ten,2/7,25.0,25,1
2022,LSU,SEC,2/7,14.0,14,1
2022,Iowa State,Big 12,2/7,9.0,9,1
2022,Indiana,Big Ten,2/7,7.0,7,1
2022,Michigan,Big Ten,2/7,4.0,4,1
2022,Maryland,Big Ten,2/7,15.0,15,1
2022,Ohio State,Big Ten,2/7,21.0,21,1
2022,UNC,ACC,2/7,23.0,23,1
2022,Tennessee,SEC,2/7,13.0,13,1
2022,Arizona,Pac-12,2/7,6.0,6,1
2022,BYU,WCC,2/7,20.0,20,1
2022,Notre Dame,ACC,2/7,18.0,18,1
2022,Oklahoma,Big 12,2/7,12.0,12,1
2022,Florida Gulf Coast,A-Sun,2/7,22.0,22,1
2022,Florida,SEC,2/7,19.0,19,1
2022,Georgia,SEC,2/7,17.0,17,1
2022,Georgia Tech,ACC,2/7,11.0,11,1
2022,Oregon,Pac-12,2/7,24.0,24,1
2022,South Carolina,SEC,2/14,1.0,1,1
2022,Stanford,Pac-12,2/14,2.0,2,1
2022,NC State,ACC,2/14,4.0,4,1
2022,Louisville,ACC,2/14,3.0,3,1
2022,UConn,Big East,2/14,10.0,10,1
2022,Texas,Big 12,2/14,14.0,14,1
2022,Baylor,Big 12,2/14,7.0,7,1
2022,Iowa,Big Ten,2/14,22.0,22,1
2022,LSU,SEC,2/14,11.0,11,1
2022,Iowa State,Big 12,2/14,6.0,6,1
2022,Indiana,Big Ten,2/14,5.0,5,1
2022,Michigan,Big Ten,2/14,9.0,9,1
2022,Maryland,Big Ten,2/14,13.0,13,1
2022,Ohio State,Big Ten,2/14,18.0,18,1
2022,Virginia Tech,ACC,2/14,23.0,23,1
2022,UNC,ACC,2/14,24.0,24,1
2022,Tennessee,SEC,2/14,12.0,12,1
2022,Arizona,Pac-12,2/14,8.0,8,1
2022,BYU,WCC,2/14,20.0,20,1
2022,Notre Dame,ACC,2/14,19.0,19,1
2022,Oklahoma,Big 12,2/14,15.0,15,1
2022,Florida Gulf Coast,A-Sun,2/14,25.0,25,1
2022,Florida,SEC,2/14,17.0,17,1
2022,Georgia,SEC,2/14,21.0,21,1
2022,Georgia Tech,ACC,2/14,16.0,16,1
2022,South Carolina,SEC,2/21,1.0,1,1
2022,Stanford,Pac-12,2/21,2.0,2,1
2022,NC State,ACC,2/21,3.0,3,1
2022,Louisville,ACC,2/21,4.0,4,1
2022,UConn,Big East,2/21,7.0,7,1
2022,Texas,Big 12,2/21,11.0,11,1
2022,Baylor,Big 12,2/21,5.0,5,1
2022,Iowa,Big Ten,2/21,21.0,21,1
2022,LSU,SEC,2/21,8.0,8,1
2022,Iowa State,Big 12,2/21,9.0,9,1
2022,Indiana,Big Ten,2/21,10.0,10,1
2022,Michigan,Big Ten,2/21,6.0,6,1
2022,Maryland,Big Ten,2/21,13.0,13,1
2022,Ohio State,Big Ten,2/21,17.0,17,1
2022,Virginia Tech,ACC,2/21,23.0,23,1
2022,UNC,ACC,2/21,18.0,18,1
2022,Tennessee,SEC,2/21,16.0,16,1
2022,Arizona,Pac-12,2/21,12.0,12,1
2022,BYU,WCC,2/21,19.0,19,1
2022,Notre Dame,ACC,2/21,14.0,14,1
2022,Oklahoma,Big 12,2/21,20.0,20,1
2022,Florida Gulf Coast,A-Sun,2/21,24.0,24,1
2022,Florida,SEC,2/21,15.0,15,1
2022,Georgia,SEC,2/21,25.0,25,1
2022,Georgia Tech,ACC,2/21,22.0,22,1
2022,Oregon,Pac-12,2/21,25.0,25,1
2022,South Carolina,SEC,3/7,1.0,1,1
2022,Stanford,Pac-12,3/7,2.0,2,1
2022,NC State,ACC,3/7,3.0,3,1
2022,Louisville,ACC,3/7,5.0,5,1
2022,UConn,Big East,3/7,6.0,6,1
2022,Texas,Big 12,3/7,7.0,7,1
2022,Baylor,Big 12,3/7,4.0,4,1
2022,Iowa,Big Ten,3/7,8.0,8,1
2022,LSU,SEC,3/7,9.0,9,1
2022,Iowa State,Big 12,3/7,10.0,10,1
2022,Indiana,Big Ten,3/7,11.0,11,1
2022,Michigan,Big Ten,3/7,12.0,12,1
2022,Maryland,Big Ten,3/7,13.0,13,1
2022,Ohio State,Big Ten,3/7,14.0,14,1
2022,Kentucky,SEC,3/7,16.0,16,1
2022,Virginia Tech,ACC,3/7,17.0,17,1
2022,UNC,ACC,3/7,18.0,18,1
2022,Tennessee,SEC,3/7,19.0,19,1
2022,Arizona,Pac-12,3/7,20.0,20,1
2022,BYU,WCC,3/7,15.0,15,1
2022,Notre Dame,ACC,3/7,22.0,22,1
2022,Oklahoma,Big 12,3/7,21.0,21,1
2022,Florida Gulf Coast,A-Sun,3/7,23.0,23,1
2022,UCF,AAC,3/7,25.0,25,1
2022,Princeton,Ivy,3/7,24.0,24,1
2023,South Carolina,SEC,Pre,1.0,1,1
2023,Iowa,Big Ten,Pre,4.0,4,1
2023,Indiana,Big Ten,Pre,11.0,11,1
2023,Virginia Tech,ACC,Pre,13.0,13,1
2023,Stanford,Pac-12,Pre,2.0,2,1
2023,Maryland,Big Ten,Pre,17.0,17,1
2023,UConn,Big East,Pre,6.0,6,1
2023,LSU,SEC,Pre,16.0,16,1
2023,Notre Dame,ACC,Pre,9.0,9,1
2023,Ohio State,Big Ten,Pre,14.0,14,1
2023,Oklahoma,Big 12,Pre,15.0,15,1
2023,Texas,Big 12,Pre,3.0,3,1
2023,Michigan,Big Ten,Pre,25.0,25,1
2023,UNC,ACC,Pre,12.0,12,1
2023,Tennessee,SEC,Pre,5.0,5,1
2023,Arizona,Pac-12,Pre,19.0,19,1
2023,Iowa State,Big 12,Pre,8.0,8,1
2023,NC State,ACC,Pre,10.0,10,1
2023,Oregon,Pac-12,Pre,20.0,20,1
2023,Baylor,Big 12,Pre,18.0,18,1
2023,Creighton,Big East,Pre,21.0,21,1
2023,Louisville,ACC,Pre,7.0,7,1
2023,Nebraska,Big Ten,Pre,22.0,22,1
2023,South Dakota State,Summit,Pre,23.0,23,1
2023,Princeton,Ivy,Pre,24.0,24,1
2023,South Carolina,SEC,11/14,1.0,1,1
2023,Iowa,Big Ten,11/14,4.0,4,1
2023,Indiana,Big Ten,11/14,12.0,12,1
2023,Virginia Tech,ACC,11/14,14.0,14,1
2023,Stanford,Pac-12,11/14,2.0,2,1
2023,Maryland,Big Ten,11/14,19.0,19,1
2023,UConn,Big East,11/14,5.0,5,1
2023,Utah,Pac-12,11/14,25.0,25,1
2023,LSU,SEC,11/14,15.0,15,1
2023,Villanova,Big East,11/14,24.0,24,1
2023,Notre Dame,ACC,11/14,9.0,9,1
2023,Ohio State,Big Ten,11/14,8.0,8,1
2023,Oklahoma,Big 12,11/14,16.0,16,1
2023,Texas,Big 12,11/14,3.0,3,1
2023,Michigan,Big Ten,11/14,23.0,23,1
2023,UNC,ACC,11/14,13.0,13,1
2023,Tennessee,SEC,11/14,11.0,11,1
2023,Arizona,Pac-12,11/14,18.0,18,1
2023,Iowa State,Big 12,11/14,7.0,7,1
2023,NC State,ACC,11/14,10.0,10,1
2023,Oregon,Pac-12,11/14,21.0,21,1
2023,Baylor,Big 12,11/14,17.0,17,1
2023,Creighton,Big East,11/14,20.0,20,1
2023,Louisville,ACC,11/14,6.0,6,1
2023,Nebraska,Big Ten,11/14,22.0,22,1
2023,South Carolina,SEC,11/21,1.0,1,1
2023,Iowa,Big Ten,11/21,9.0,9,1
2023,Indiana,Big Ten,11/21,6.0,6,1
2023,Virginia Tech,ACC,11/21,11.0,11,1
2023,Stanford,Pac-12,11/21,2.0,2,1
2023,Maryland,Big Ten,11/21,14.0,14,1
2023,UConn,Big East,11/21,3.0,3,1
2023,Utah,Pac-12,11/21,17.0,17,1
2023,LSU,SEC,11/21,12.0,12,1
2023,Villanova,Big East,11/21,23.0,23,1
2023,Notre Dame,ACC,11/21,7.0,7,1
2023,Ohio State,Big Ten,11/21,4.0,4,1
2023,Texas,Big 12,11/21,19.0,19,1
2023,UCLA,Pac-12,11/21,20.0,20,1
2023,Michigan,Big Ten,11/21,22.0,22,1
2023,UNC,ACC,11/21,8.0,8,1
2023,Tennessee,SEC,11/21,23.0,23,1
2023,Arizona,Pac-12,11/21,15.0,15,1
2023,Iowa State,Big 12,11/21,5.0,5,1
2023,NC State,ACC,11/21,13.0,13,1
2023,Oregon,Pac-12,11/21,18.0,18,1
2023,Baylor,Big 12,11/21,21.0,21,1
2023,Creighton,Big East,11/21,16.0,16,1
2023,Kansas State,Big 12,11/21,25.0,25,1
2023,Louisville,ACC,11/21,10.0,10,1
2023,South Carolina,SEC,11/28,1.0,1,1
2023,Iowa,Big Ten,11/28,10.0,10,1
2023,Indiana,Big Ten,11/28,5.0,5,1
2023,Virginia Tech,ACC,11/28,9.0,9,1
2023,Stanford,Pac-12,11/28,2.0,2,1
2023,Maryland,Big Ten,11/28,20.0,20,1
2023,UConn,Big East,11/28,3.0,3,1
2023,Utah,Pac-12,11/28,16.0,16,1
2023,LSU,SEC,11/28,11.0,11,1
2023,Villanova,Big East,11/28,25.0,25,1
2023,Notre Dame,ACC,11/28,7.0,7,1
2023,Ohio State,Big Ten,11/28,4.0,4,1
2023,Texas,Big 12,11/28,22.0,22,1
2023,Gonzaga,WCC,11/28,23.0,23,1
2023,UCLA,Pac-12,11/28,15.0,15,1
2023,Michigan,Big Ten,11/28,17.0,17,1
2023,UNC,ACC,11/28,6.0,6,1
2023,Arizona,Pac-12,11/28,14.0,14,1
2023,Iowa State,Big 12,11/28,8.0,8,1
2023,NC State,ACC,11/28,12.0,12,1
2023,Oregon,Pac-12,11/28,19.0,19,1
2023,Baylor,Big 12,11/28,21.0,21,1
2023,Creighton,Big East,11/28,13.0,13,1
2023,Louisville,ACC,11/28,18.0,18,1
2023,Marquette,Big East,11/28,24.0,24,1
2023,South Carolina,SEC,12/5,1.0,1,1
2023,Iowa,Big Ten,12/5,16.0,16,1
2023,Indiana,Big Ten,12/5,4.0,4,1
2023,Virginia Tech,ACC,12/5,7.0,7,1
2023,Stanford,Pac-12,12/5,2.0,2,1
2023,Maryland,Big Ten,12/5,20.0,20,1
2023,UConn,Big East,12/5,6.0,6,1
2023,Utah,Pac-12,12/5,15.0,15,1
2023,LSU,SEC,12/5,11.0,11,1
2023,Villanova,Big East,12/5,25.0,25,1
2023,Notre Dame,ACC,12/5,5.0,5,1
2023,Ohio State,Big Ten,12/5,3.0,3,1
2023,Oklahoma,Big 12,12/5,23.0,23,1
2023,Gonzaga,WCC,12/5,22.0,22,1
2023,UCLA,Pac-12,12/5,13.0,13,1
2023,Michigan,Big Ten,12/5,14.0,14,1
2023,UNC,ACC,12/5,8.0,8,1
2023,Arizona,Pac-12,12/5,12.0,12,1
2023,Iowa State,Big 12,12/5,10.0,10,1
2023,NC State,ACC,12/5,9.0,9,1
2023,Oregon,Pac-12,12/5,17.0,17,1
2023,Baylor,Big 12,12/5,19.0,19,1
2023,Creighton,Big East,12/5,18.0,18,1
2023,Arkansas,SEC,12/5,21.0,21,1
2023,Kansas State,Big 12,12/5,24.0,24,1
2023,South Carolina,SEC,12/13,1.0,1,1
2023,Iowa,Big Ten,12/13,12.0,12,1
2023,Indiana,Big Ten,12/13,4.0,4,1
2023,Virginia Tech,ACC,12/13,6.0,6,1
2023,Stanford,Pac-12,12/13,2.0,2,1
2023,Maryland,Big Ten,12/13,15.0,15,1
2023,UConn,Big East,12/13,9.0,9,1
2023,Utah,Pac-12,12/13,13.0,13,1
2023,LSU,SEC,12/13,11.0,11,1
2023,Villanova,Big East,12/13,25.0,25,1
2023,Notre Dame,ACC,12/13,5.0,5,1
2023,Ohio State,Big Ten,12/13,3.0,3,1
2023,Oklahoma,Big 12,12/13,24.0,24,1
2023,Gonzaga,WCC,12/13,23.0,23,1
2023,UCLA,Pac-12,12/13,10.0,10,1
2023,Michigan,Big Ten,12/13,19.0,19,1
2023,UNC,ACC,12/13,7.0,7,1
2023,Arizona,Pac-12,12/13,20.0,20,1
2023,Iowa State,Big 12,12/13,14.0,14,1
2023,NC State,ACC,12/13,8.0,8,1
2023,Oregon,Pac-12,12/13,17.0,17,1
2023,Baylor,Big 12,12/13,18.0,18,1
2023,Kansas,Big 12,12/13,22.0,22,1
2023,Creighton,Big East,12/13,16.0,16,1
2023,Arkansas,SEC,12/13,21.0,21,1
2023,South Carolina,SEC,12/19,1.0,1,1
2023,Iowa,Big Ten,12/19,13.0,13,1
2023,Indiana,Big Ten,12/19,4.0,4,1
2023,Virginia Tech,ACC,12/19,8.0,8,1
2023,Stanford,Pac-12,12/19,2.0,2,1
2023,Maryland,Big Ten,12/19,15.0,15,1
2023,UConn,Big East,12/19,9.0,9,1
2023,Utah,Pac-12,12/19,12.0,12,1
2023,LSU,SEC,12/19,10.0,10,1
2023,Notre Dame,ACC,12/19,5.0,5,1
2023,Ohio State,Big Ten,12/19,3.0,3,1
2023,Oklahoma,Big 12,12/19,23.0,23,1
2023,Gonzaga,WCC,12/19,22.0,22,1
2023,UCLA,Pac-12,12/19,11.0,11,1
2023,Michigan,Big Ten,12/19,19.0,19,1
2023,UNC,ACC,12/19,6.0,6,1
2023,Arizona,Pac-12,12/19,18.0,18,1
2023,Iowa State,Big 12,12/19,14.0,14,1
2023,NC State,ACC,12/19,7.0,7,1
2023,Oregon,Pac-12,12/19,16.0,16,1
2023,Baylor,Big 12,12/19,24.0,24,1
2023,Kansas,Big 12,12/19,20.0,20,1
2023,St. John's (NY),Big East,12/19,25.0,25,1
2023,Creighton,Big East,12/19,21.0,21,1
2023,Arkansas,SEC,12/19,17.0,17,1
2023,South Carolina,SEC,12/26,1.0,1,1
2023,Iowa,Big Ten,12/26,12.0,12,1
2023,Indiana,Big Ten,12/26,4.0,4,1
2023,Virginia Tech,ACC,12/26,7.0,7,1
2023,Stanford,Pac-12,12/26,2.0,2,1
2023,Maryland,Big Ten,12/26,16.0,16,1
2023,UConn,Big East,12/26,8.0,8,1
2023,Utah,Pac-12,12/26,11.0,11,1
2023,LSU,SEC,12/26,9.0,9,1
2023,Notre Dame,ACC,12/26,5.0,5,1
2023,Ohio State,Big Ten,12/26,3.0,3,1
2023,Oklahoma,Big 12,12/26,20.0,20,1
2023,Gonzaga,WCC,12/26,19.0,19,1
2023,UCLA,Pac-12,12/26,10.0,10,1
2023,Michigan,Big Ten,12/26,14.0,14,1
2023,UNC,ACC,12/26,13.0,13,1
2023,Arizona,Pac-12,12/26,18.0,18,1
2023,Iowa State,Big 12,12/26,15.0,15,1
2023,NC State,ACC,12/26,6.0,6,1
2023,Oregon,Pac-12,12/26,17.0,17,1
2023,Baylor,Big 12,12/26,23.0,23,1
2023,Kansas,Big 12,12/26,22.0,22,1
2023,St. John's (NY),Big East,12/26,25.0,25,1
2023,Creighton,Big East,12/26,21.0,21,1
2023,Arkansas,SEC,12/26,24.0,24,1
2023,South Carolina,SEC,1/2,1.0,1,1
2023,Iowa,Big Ten,1/2,16.0,16,1
2023,Indiana,Big Ten,1/2,6.0,6,1
2023,Virginia Tech,ACC,1/2,9.0,9,1
2023,Stanford,Pac-12,1/2,2.0,2,1
2023,Maryland,Big Ten,1/2,13.0,13,1
2023,UConn,Big East,1/2,5.0,5,1
2023,Utah,Pac-12,1/2,8.0,8,1
2023,LSU,SEC,1/2,7.0,7,1
2023,Notre Dame,ACC,1/2,4.0,4,1
2023,Ohio State,Big Ten,1/2,3.0,3,1
2023,Duke,ACC,1/2,19.0,19,1
2023,Oklahoma,Big 12,1/2,17.0,17,1
2023,Gonzaga,WCC,1/2,20.0,20,1
2023,UCLA,Pac-12,1/2,12.0,12,1
2023,Michigan,Big Ten,1/2,14.0,14,1
2023,UNC,ACC,1/2,22.0,22,1
2023,Arizona,Pac-12,1/2,15.0,15,1
2023,Iowa State,Big 12,1/2,11.0,11,1
2023,NC State,ACC,1/2,10.0,10,1
2023,Oregon,Pac-12,1/2,18.0,18,1
2023,Baylor,Big 12,1/2,23.0,23,1
2023,Kansas,Big 12,1/2,21.0,21,1
2023,St. John's (NY),Big East,1/2,24.0,24,1
2023,Creighton,Big East,1/2,25.0,25,1
2023,South Carolina,SEC,1/9,1.0,1,1
2023,Iowa,Big Ten,1/9,12.0,12,1
2023,Indiana,Big Ten,1/9,6.0,6,1
2023,Virginia Tech,ACC,1/9,13.0,13,1
2023,Stanford,Pac-12,1/9,2.0,2,1
2023,Maryland,Big Ten,1/9,9.0,9,1
2023,UConn,Big East,1/9,4.0,4,1
2023,Utah,Pac-12,1/9,10.0,10,1
2023,LSU,SEC,1/9,5.0,5,1
2023,Villanova,Big East,1/9,25.0,25,1
2023,Notre Dame,ACC,1/9,7.0,7,1
2023,Ohio State,Big Ten,1/9,3.0,3,1
2023,Duke,ACC,1/9,16.0,16,1
2023,Oklahoma,Big 12,1/9,19.0,19,1
2023,Gonzaga,WCC,1/9,20.0,20,1
2023,UCLA,Pac-12,1/9,8.0,8,1
2023,Michigan,Big Ten,1/9,17.0,17,1
2023,UNC,ACC,1/9,22.0,22,1
2023,Arizona,Pac-12,1/9,14.0,14,1
2023,Iowa State,Big 12,1/9,15.0,15,1
2023,Illinois,Big Ten,1/9,24.0,24,1
2023,NC State,ACC,1/9,11.0,11,1
2023,Oregon,Pac-12,1/9,21.0,21,1
2023,Baylor,Big 12,1/9,18.0,18,1
2023,Kansas,Big 12,1/9,23.0,23,1
2023,South Carolina,SEC,1/16,1.0,1,1
2023,Iowa,Big Ten,1/16,10.0,10,1
2023,Indiana,Big Ten,1/16,6.0,6,1
2023,Virginia Tech,ACC,1/16,12.0,12,1
2023,Stanford,Pac-12,1/16,4.0,4,1
2023,Maryland,Big Ten,1/16,11.0,11,1
2023,UConn,Big East,1/16,5.0,5,1
2023,Utah,Pac-12,1/16,8.0,8,1
2023,LSU,SEC,1/16,3.0,3,1
2023,Villanova,Big East,1/16,22.0,22,1
2023,Notre Dame,ACC,1/16,7.0,7,1
2023,Ohio State,Big Ten,1/16,2.0,2,1
2023,Duke,ACC,1/16,13.0,13,1
2023,Oklahoma,Big 12,1/16,15.0,15,1
2023,Texas,Big 12,1/16,25.0,25,1
2023,Gonzaga,WCC,1/16,16.0,16,1
2023,UCLA,Pac-12,1/16,9.0,9,1
2023,Michigan,Big Ten,1/16,14.0,14,1
2023,UNC,ACC,1/16,17.0,17,1
2023,Colorado,Pac-12,1/16,24.0,24,1
2023,Arizona,Pac-12,1/16,19.0,19,1
2023,Iowa State,Big 12,1/16,18.0,18,1
2023,Illinois,Big Ten,1/16,21.0,21,1
2023,NC State,ACC,1/16,20.0,20,1
2023,Oregon,Pac-12,1/16,23.0,23,1
2023,South Carolina,SEC,1/23,1.0,1,1
2023,Iowa,Big Ten,1/23,10.0,10,1
2023,Indiana,Big Ten,1/23,6.0,6,1
2023,Virginia Tech,ACC,1/23,12.0,12,1
2023,Stanford,Pac-12,1/23,3.0,3,1
2023,Maryland,Big Ten,1/23,10.0,10,1
2023,UConn,Big East,1/23,5.0,5,1
2023,Utah,Pac-12,1/23,9.0,9,1
2023,LSU,SEC,1/23,4.0,4,1
2023,Villanova,Big East,1/23,21.0,21,1
2023,Notre Dame,ACC,1/23,7.0,7,1
2023,Ohio State,Big Ten,1/23,2.0,2,1
2023,Duke,ACC,1/23,16.0,16,1
2023,Oklahoma,Big 12,1/23,14.0,14,1
2023,Gonzaga,WCC,1/23,17.0,17,1
2023,UCLA,Pac-12,1/23,8.0,8,1
2023,Michigan,Big Ten,1/23,13.0,13,1
2023,UNC,ACC,1/23,15.0,15,1
2023,Colorado,Pac-12,1/23,25.0,25,1
2023,Arizona,Pac-12,1/23,19.0,19,1
2023,Middle Tennessee,CUSA,1/23,23.0,23,1
2023,Iowa State,Big 12,1/23,18.0,18,1
2023,Florida State,ACC,1/23,24.0,24,1
2023,Illinois,Big Ten,1/23,22.0,22,1
2023,NC State,ACC,1/23,20.0,20,1
2023,South Carolina,SEC,1/30,1.0,1,1
2023,Iowa,Big Ten,1/30,6.0,6,1
2023,Indiana,Big Ten,1/30,4.0,4,1
2023,Virginia Tech,ACC,1/30,13.0,13,1
2023,Stanford,Pac-12,1/30,2.0,2,1
2023,Maryland,Big Ten,1/30,8.0,8,1
2023,UConn,Big East,1/30,5.0,5,1
2023,Utah,Pac-12,1/30,7.0,7,1
2023,LSU,SEC,1/30,3.0,3,1
2023,Villanova,Big East,1/30,19.0,19,1
2023,Notre Dame,ACC,1/30,9.0,9,1
2023,Ohio State,Big Ten,1/30,10.0,10,1
2023,Duke,ACC,1/30,16.0,16,1
2023,Oklahoma,Big 12,1/30,20.0,20,1
2023,Texas,Big 12,1/30,24.0,24,1
2023,Gonzaga,WCC,1/30,17.0,17,1
2023,UCLA,Pac-12,1/30,14.0,14,1
2023,Michigan,Big Ten,1/30,18.0,18,1
2023,UNC,ACC,1/30,11.0,11,1
2023,Arizona,Pac-12,1/30,22.0,22,1
2023,Middle Tennessee,CUSA,1/30,21.0,21,1
2023,Iowa State,Big 12,1/30,12.0,12,1
2023,South Florida,AAC,1/30,25.0,25,1
2023,Florida State,ACC,1/30,23.0,23,1
2023,NC State,ACC,1/30,15.0,15,1
2023,South Carolina,SEC,2/6,1.0,1,1
2023,Iowa,Big Ten,2/6,5.0,5,1
2023,Indiana,Big Ten,2/6,2.0,2,1
2023,Virginia Tech,ACC,2/6,11.0,11,1
2023,Stanford,Pac-12,2/6,6.0,6,1
2023,Maryland,Big Ten,2/6,8.0,8,1
2023,UConn,Big East,2/6,4.0,4,1
2023,Utah,Pac-12,2/6,7.0,7,1
2023,LSU,SEC,2/6,3.0,3,1
2023,Villanova,Big East,2/6,15.0,15,1
2023,Notre Dame,ACC,2/6,10.0,10,1
2023,Ohio State,Big Ten,2/6,13.0,13,1
2023,Duke,ACC,2/6,9.0,9,1
2023,Oklahoma,Big 12,2/6,16.0,16,1
2023,Texas,Big 12,2/6,20.0,20,1
2023,Gonzaga,WCC,2/6,23.0,23,1
2023,UCLA,Pac-12,2/6,18.0,18,1
2023,Michigan,Big Ten,2/6,12.0,12,1
2023,UNC,ACC,2/6,14.0,14,1
2023,Colorado,Pac-12,2/6,25.0,25,1
2023,Arizona,Pac-12,2/6,17.0,17,1
2023,Iowa State,Big 12,2/6,21.0,21,1
2023,South Florida,AAC,2/6,24.0,24,1
2023,Florida State,ACC,2/6,19.0,19,1
2023,NC State,ACC,2/6,22.0,22,1
2023,South Carolina,SEC,2/13,1.0,1,1
2023,Iowa,Big Ten,2/13,7.0,7,1
2023,Indiana,Big Ten,2/13,2.0,2,1
2023,Virginia Tech,ACC,2/13,11.0,11,1
2023,Stanford,Pac-12,2/13,3.0,3,1
2023,Maryland,Big Ten,2/13,8.0,8,1
2023,UConn,Big East,2/13,6.0,6,1
2023,Utah,Pac-12,2/13,4.0,4,1
2023,LSU,SEC,2/13,5.0,5,1
2023,Villanova,Big East,2/13,14.0,14,1
2023,Notre Dame,ACC,2/13,10.0,10,1
2023,Ohio State,Big Ten,2/13,13.0,13,1
2023,Duke,ACC,2/13,9.0,9,1
2023,Oklahoma,Big 12,2/13,15.0,15,1
2023,Texas,Big 12,2/13,17.0,17,1
2023,Gonzaga,WCC,2/13,20.0,20,1
2023,UCLA,Pac-12,2/13,16.0,16,1
2023,Michigan,Big Ten,2/13,12.0,12,1
2023,UNC,ACC,2/13,19.0,19,1
2023,Colorado,Pac-12,2/13,21.0,21,1
2023,UNLV,MWC,2/13,23.0,23,1
2023,Arizona,Pac-12,2/13,18.0,18,1
2023,Iowa State,Big 12,2/13,22.0,22,1
2023,Florida State,ACC,2/13,24.0,24,1
2023,USC,Pac-12,2/13,25.0,25,1
2023,South Carolina,SEC,2/20,1.0,1,1
2023,Iowa,Big Ten,2/20,6.0,6,1
2023,Indiana,Big Ten,2/20,2.0,2,1
2023,Virginia Tech,ACC,2/20,9.0,9,1
2023,Stanford,Pac-12,2/20,3.0,3,1
2023,Maryland,Big Ten,2/20,7.0,7,1
2023,UConn,Big East,2/20,4.0,4,1
2023,Utah,Pac-12,2/20,8.0,8,1
2023,LSU,SEC,2/20,5.0,5,1
2023,Villanova,Big East,2/20,15.0,15,1
